player_name,team,position,current_start_prob,proposed_start_prob,direction,confidence,round1_started,round1_minutes,round1_rating,round1_goals,round1_assists,used_substitute,team_underperformance_flag,reason,risk_flag,do_not_auto_apply
Unai Simon,Spanien,GK,0.86,0.9,hold,medium,1,90,7.0,0,0,0,TRUE,"Spanien skuffede som hold, men der er ingen individuel grund til nedjustering her. Holdflag må ikke blive bred spillerstraf.",,TRUE
Alexander Bernhardsson,Sverige,MID,0.3744,0.4044,watch,low,1,91,6.5,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Alexander Isak,Sverige,FWD,0.3944,0.4644,up,medium,1,90,8.1,1,2,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Anthony Elanga,Sverige,FWD,0.5704,0.5504,watch,low,0,0,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Daniel Svensson,Sverige,DEF,0.8525,0.8325,watch,low,0,0,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Elliot Stroud,Sverige,DEF,0.0441,0.0241,watch,low,0,25,6.6,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Gustaf Lagerbielke,Sverige,DEF,0.7784,0.8084,watch,low,1,90,6.6,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Isak Hien,Sverige,DEF,0.9237,0.9537,watch,low,1,90,6.9,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Jesper Karlström,Sverige,MID,0.51,0.5,hold,low,1,84,6.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Kristoffer Nordfeldt,Sverige,GK,0.4727,0.4627,hold,low,1,90,6.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Lucas Bergvall,Sverige,MID,0.2777,0.3077,watch,low,0,25,7.3,0,1,1,FALSE,"St?rk indskifter-performance i runde 1; watch-signal, men ikke automatisk starterl?ft.",impact_sub_not_auto_start,TRUE
Mattias Svanberg,Sverige,MID,0.3308,0.3608,watch,low,0,6,,1,0,1,FALSE,"St?rk indskifter-performance i runde 1; watch-signal, men ikke automatisk starterl?ft.",impact_sub_not_auto_start,TRUE
Victor Lindelöf,Sverige,DEF,0.6257,0.6557,watch,low,1,90,6.6,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Viktor Gyökeres,Sverige,FWD,0.8149,0.8849,up,medium,1,90,8.8,1,1,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Yasin Ayari,Sverige,MID,0.8753,0.9453,up,medium,1,90,8.0,2,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Evidence Makgopa,Sydafrika,FWD,0.0875,0.0675,watch,low,0,14,6.6,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Ime Okon,Sydafrika,DEF,0.9119,0.9019,hold,low,1,90,5.9,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Jayden Adams,Sydafrika,MID,0.2299,0.1899,down,medium,1,61,6.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, svag rating",,TRUE
Khuliso Mudau,Sydafrika,DEF,0.652,0.642,hold,low,1,90,6.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Lyle Foster,Sydafrika,FWD,0.8284,0.7584,down,medium,1,56,5.5,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, tidlig udskiftning, svag rating",,TRUE
Mbekezeli Mbokazi,Sydafrika,DEF,0.4156,0.4056,hold,low,1,90,5.9,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Oswin Appollis,Sydafrika,FWD,0.4007,0.3807,watch,low,0,13,6.3,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Ronwen Williams,Sydafrika,GK,0.92,0.91,hold,low,1,90,6.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Sphephelo Yaya Sithole,Sydafrika,MID,0.8032,0.7932,hold,low,1,90,3.8,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Teboho Mokoena,Sydafrika,MID,0.6667,0.6567,hold,low,1,90,6.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Thalente Mbatha,Sydafrika,MID,0.3021,0.2821,watch,low,0,34,6.0,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Themba Zwane,Sydafrika,MID,0.6009,0.5809,watch,low,0,29,4.4,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Gi-hyuk Lee,Sydkorea,DEF,0.5856,0.6156,watch,low,1,90,6.9,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Hee-Chan Hwang,Sydkorea,MID,0.3786,0.3586,watch,low,0,28,6.5,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Heung-Min Son,Sydkorea,FWD,0.92,0.94,watch,low,1,69,7.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, god rating",,TRUE
Hyeon-Gyu Oh,Sydkorea,FWD,0.2693,0.2993,watch,low,0,21,7.6,1,0,1,FALSE,"St?rk indskifter-performance i runde 1; watch-signal, men ikke automatisk starterl?ft.",impact_sub_not_auto_start,TRUE
In-beom Hwang,Sydkorea,MID,0.6856,0.7556,up,medium,1,84,8.8,1,1,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Jae-Sung Lee,Sydkorea,MID,0.6446,0.6646,watch,low,1,62,7.2,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, god rating",,TRUE
Ji-sung Eom,Sydkorea,MID,0.043,0.023,watch,low,0,21,6.8,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Jin-gyu Kim,Sydkorea,MID,0.5377,0.5177,watch,low,0,6,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Jin-seob Park,Sydkorea,MID,0.0687,0.0487,watch,low,0,6,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Kang-In Lee,Sydkorea,MID,0.394,0.464,up,medium,1,90,9.1,0,1,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Min-jae Kim,Sydkorea,DEF,0.6839,0.7339,up,medium,1,90,7.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Seung-Gyu Kim,Sydkorea,GK,0.7029,0.7529,up,medium,1,90,7.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Seung-Ho Paik,Sydkorea,MID,0.509,0.559,up,medium,1,84,7.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Tae-Seok Lee,Sydkorea,DEF,0.6236,0.6436,watch,low,1,69,7.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, god rating",,TRUE
Young-woo Seol,Sydkorea,DEF,0.6673,0.6973,watch,low,1,90,6.4,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Adam Hlozek,Tjekkiet,FWD,0.5872,0.5672,watch,low,0,26,6.7,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Alexandr Sojka,Tjekkiet,MID,0.465,0.455,hold,low,1,84,5.7,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Jaroslav Zeleny,Tjekkiet,DEF,0.3657,0.3557,hold,low,1,90,6.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Ladislav Krejci,Tjekkiet,DEF,0.9051,0.9351,watch,low,1,90,6.5,1,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Lukas Provod,Tjekkiet,MID,0.8588,0.8188,down,medium,1,64,6.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, svag rating",,TRUE
Matej Kovar,Tjekkiet,GK,0.9039,0.9539,up,medium,1,90,7.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Michal Sadilek,Tjekkiet,MID,0.3527,0.3327,watch,low,0,26,6.6,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Mojmir Chytil,Tjekkiet,FWD,0.2882,0.2682,watch,low,0,6,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Patrik Schick,Tjekkiet,FWD,0.8552,0.8152,down,medium,1,64,5.7,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, svag rating",,TRUE
Pavel Sulc,Tjekkiet,MID,0.8997,0.8597,down,medium,1,64,6.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, svag rating",,TRUE
Robin Hranac,Tjekkiet,DEF,0.8244,0.8144,hold,low,1,90,5.4,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Tomas Chory,Tjekkiet,FWD,0.3391,0.3191,watch,low,0,26,6.1,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Tomas Soucek,Tjekkiet,MID,0.9394,0.9294,hold,low,1,90,5.6,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Vladimir Coufal,Tjekkiet,DEF,0.9096,0.8996,hold,low,1,90,5.9,0,1,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Abdelmouhib Chamakh,Tunesien,GK,0.924,0.914,hold,low,1,90,2.9,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Ali Abdi,Tunesien,DEF,0.6355,0.6255,hold,low,1,90,5.7,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Anis Ben Slimane,Tunesien,MID,0.5407,0.5307,hold,low,1,84,5.8,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Elias Achouri,Tunesien,MID,0.6026,0.5826,watch,low,0,18,6.3,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Elias Saad,Tunesien,MID,0.3347,0.2947,down,medium,1,72,6.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, svag rating",,TRUE
Ellyes Skhiri,Tunesien,MID,0.8734,0.8334,down,medium,1,72,5.9,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, svag rating",,TRUE
Firas Chaouat,Tunesien,FWD,0.2848,0.2648,watch,low,0,6,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Hannibal Mejbri,Tunesien,MID,0.5947,0.6447,up,medium,1,90,7.4,0,1,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Ismael Gharbi,Tunesien,MID,0.6165,0.5965,watch,low,0,7,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Mohamed Amine Ben Hamida,Tunesien,DEF,0.3014,0.3714,up,medium,1,90,7.5,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Montassar Talbi,Tunesien,DEF,0.9019,0.9519,up,medium,1,90,7.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Omar Rekik,Tunesien,DEF,0.7422,0.7922,up,medium,1,90,7.3,1,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Rani Khedira,Tunesien,MID,0.6533,0.6433,hold,low,1,83,5.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Sebastian Tounekti,Tunesien,MID,0.0568,0.0368,watch,low,0,18,6.0,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Yan Valery,Tunesien,DEF,0.7887,0.7487,down,medium,1,72,5.8,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, svag rating",,TRUE
Abdulkerim Bardakci,Tyrkiet,DEF,0.8864,0.9364,up,medium,1,90,7.4,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Arda Güler,Tyrkiet,MID,0.88,0.95,up,medium,1,90,7.6,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Baris Alper Yilmaz,Tyrkiet,FWD,0.3583,0.2883,down,medium,1,46,6.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, tidlig udskiftning, svag rating",,TRUE
Deniz Gül,Tyrkiet,FWD,0.5224,0.5024,watch,low,0,5,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Ferdi Kadioglu,Tyrkiet,DEF,0.918,0.98,up,medium,1,90,7.8,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Hakan Calhanoglu,Tyrkiet,MID,0.4675,0.5375,up,medium,1,90,8.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Ismail Yüksek,Tyrkiet,MID,0.6264,0.6964,up,medium,1,81,7.5,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Kenan Yildiz,Tyrkiet,MID,0.8953,0.9253,watch,low,0,44,7.4,0,0,1,FALSE,"St?rk indskifter-performance i runde 1; watch-signal, men ikke automatisk starterl?ft.",impact_sub_not_auto_start,TRUE
Kerem Akturkoglu,Tyrkiet,MID,0.6674,0.6574,hold,low,1,85,6.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Merih Demiral,Tyrkiet,DEF,0.4349,0.4649,watch,low,1,90,6.5,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Mert Müldür,Tyrkiet,DEF,0.3893,0.3693,watch,low,0,9,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Salih Özcan,Tyrkiet,MID,0.316,0.296,watch,low,0,9,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Ugurcan Cakir,Tyrkiet,GK,0.9123,0.9023,hold,low,1,90,5.9,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Yunus Akgün,Tyrkiet,FWD,0.3302,0.3102,watch,low,0,28,6.5,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Zeki Celik,Tyrkiet,DEF,0.8552,0.8452,hold,low,1,81,6.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Aleksandar Pavlovic,Tyskland,MID,0.68,0.75,up,medium,1,90,7.8,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Antonio Rüdiger,Tyskland,DEF,0.208,0.188,watch,low,0,17,6.2,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
David Raum,Tyskland,DEF,0.1476,0.1276,watch,low,0,17,6.7,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Deniz Undav,Tyskland,FWD,0.2623,0.4,up,medium,0,26,8.9,1,2,1,FALSE,"26 minutters cameo med mål, to assists og 8.9 rating. Meget stærk impact, men ikke nok alene til at kalde ham sikker starter.",impact_sub_not_proven_starter,TRUE
Felix Nmecha,Tyskland,MID,0.4825,0.5225,up,medium,1,73,8.3,1,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, st?rk rating",,TRUE
Florian Wirtz,Tyskland,MID,0.94,0.98,up,medium,1,90,7.9,0,1,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Jamal Musiala,Tyskland,MID,0.9,0.94,up,medium,1,64,8.3,1,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, st?rk rating",,TRUE
Jonathan Tah,Tyskland,DEF,0.8434,0.8834,up,medium,1,73,7.6,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, st?rk rating",,TRUE
Joshua Kimmich,Tyskland,MID,0.9525,0.98,up,medium,1,83,8.9,0,2,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Kai Havertz,Tyskland,FWD,0.8813,0.9513,up,medium,1,90,8.1,2,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Leon Goretzka,Tyskland,MID,0.1607,0.1407,watch,low,0,17,6.8,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Leroy Sane,Tyskland,FWD,0.3805,0.4105,watch,low,1,90,6.9,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Manuel Neuer,Tyskland,GK,0.2771,0.3071,watch,low,1,90,6.4,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Nathaniel Brown,Tyskland,DEF,0.803,0.86,up,high,1,73,8.5,1,1,0,FALSE,Starter med st?rk rating samt m?l/assist-signal; konkret individuelt l?ft underst?ttet af audit.,,TRUE
Nico Schlotterbeck,Tyskland,DEF,0.831,0.88,hold,medium,1,90,9.3,1,0,0,FALSE,St?rk runde 1 og fortsat sikker profil; markeres som hold st?rkt snarere end aggressivt l?ft.,,TRUE
Waldemar Anton,Tyskland,DEF,0.0482,0.0282,watch,low,0,7,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Alex Freeman,USA,DEF,0.8986,0.9486,up,medium,1,90,7.4,0,1,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Antonee Robinson,USA,DEF,0.8297,0.8597,watch,low,1,90,6.9,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Chris Richards,USA,DEF,0.8175,0.8675,up,medium,1,90,7.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Christian Pulisic,USA,FWD,0.8318,0.84,watch,high,1,46,8.1,0,1,0,FALSE,"Udskiftet i pausen med skade-/statususikkerhed; skal ikke auto-ned, men markeres tydeligt som watch.",injury_flag,TRUE
Folarin Balogun,USA,FWD,0.4033,0.82,watch,high,1,72,9.0,2,0,0,FALSE,"St?rk performance, men skadeflag g?r at han fortsat er watch og ikke auto-l?ftes endnu.",injury_flag,TRUE
Giovanni Reyna,USA,MID,0.3506,0.3806,watch,low,0,8,,1,0,1,FALSE,"St?rk indskifter-performance i runde 1; watch-signal, men ikke automatisk starterl?ft.",impact_sub_not_auto_start,TRUE
Malik Tillman,USA,MID,0.5807,0.6507,up,medium,1,82,7.6,0,1,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Matt Freese,USA,GK,0.7629,0.7529,hold,low,1,90,6.2,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Ricardo Pepi,USA,FWD,0.288,0.24,watch,medium,0,18,6.7,0,0,1,FALSE,Balogun/Pepi-rollen b?r kun flyttes med mere klar holdnyt; behold watch.,role_competition_watch,TRUE
Sebastian Berhalter,USA,MID,0.6178,0.5978,watch,low,0,44,6.9,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Sergino Dest,USA,DEF,0.8263,0.8463,watch,low,1,72,7.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, god rating",,TRUE
Tim Ream,USA,DEF,0.5896,0.6596,up,medium,1,90,8.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Timothy Weah,USA,FWD,0.402,0.382,watch,low,0,18,6.4,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Tyler Adams,USA,MID,0.8123,0.8423,watch,low,1,90,6.7,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Weston McKennie,USA,MID,0.6257,0.6957,up,medium,1,90,7.5,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Agustin Canobbio,Uruguay,MID,0.4775,0.4575,watch,low,0,44,6.5,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Darwin Nunez,Uruguay,FWD,0.88,0.81,down,medium,1,46,6.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, tidlig udskiftning, svag rating",,TRUE
Federico Valverde,Uruguay,MID,0.8894,0.9194,watch,low,1,90,6.9,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Federico Vinas,Uruguay,FWD,0.5403,0.5703,watch,low,1,90,6.9,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Fernando Muslera,Uruguay,GK,0.3731,0.3631,hold,low,1,90,5.7,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Guillermo Varela,Uruguay,DEF,0.5293,0.5593,watch,low,1,90,6.8,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Juan Manuel Sanabria,Uruguay,MID,0.0993,0.0793,watch,low,0,44,7.1,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Manuel Ugarte,Uruguay,MID,0.852,0.812,down,medium,1,72,6.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, svag rating",,TRUE
Mathias Olivera,Uruguay,DEF,0.8746,0.9446,up,medium,1,90,8.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Matias Viña,Uruguay,DEF,0.3723,0.3423,watch,low,1,46,6.5,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, tidlig udskiftning",,TRUE
Maxi Araujo,Uruguay,MID,0.9087,0.9587,up,medium,1,81,7.4,1,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Nicolas de la Cruz,Uruguay,MID,0.1385,0.1185,watch,low,0,18,7.0,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Rodrigo Aguirre,Uruguay,FWD,0.5997,0.5797,watch,low,0,0,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Rodrigo Bentancur,Uruguay,MID,0.8642,0.8942,watch,low,1,90,6.7,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Sebastian Caceres,Uruguay,DEF,0.346,0.376,watch,low,1,90,6.9,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Alexander Schlager,Østrig,GK,0.9,0.95,up,medium,1,90,7.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Carney Chukwuemeka,Østrig,MID,0.047,0.027,watch,low,0,31,6.3,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
David Alaba,Østrig,DEF,0.4441,0.4141,watch,low,1,59,6.9,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, tidlig udskiftning",,TRUE
Kevin Danso,Østrig,DEF,0.3346,0.3146,watch,low,0,31,6.8,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Konrad Laimer,Østrig,MID,0.86,0.82,watch,medium,1,90,5.9,0,0,0,FALSE,90 minutter men lav 5.9 rating; Bold+-note om fleksibel rolle kan åbne for Mwene uden at Laimer nødvendigvis mister pladsen.,role_flexibility,TRUE
Marcel Sabitzer,Østrig,MID,0.9019,0.9319,watch,low,1,90,6.9,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Marko Arnautovic,Østrig,FWD,0.82,0.88,up,medium,0,44,7.4,1,0,1,FALSE,"44 minutters impact fra bænken, mål og 7.4 rating; styrker hans sag mod Kalajdzic i Østrigs angreb.",,TRUE
Nicolas Seiwald,Østrig,MID,0.7343,0.7843,up,medium,1,90,7.2,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Patrick Wimmer,Østrig,MID,0.5787,0.5587,watch,low,0,7,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Paul Wanner,Østrig,MID,0.3107,0.2907,watch,low,0,31,6.4,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Philipp Lienhart,Østrig,DEF,0.84,0.89,up,medium,1,90,7.4,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Phillipp Mwene,Østrig,DEF,0.76,0.78,watch,medium,1,59,6.7,0,0,0,FALSE,"Bold+-note siger Laimer kan åbne for Mwene. Ingen stærk performance-case alene, men klar audit-kandidat.",role_flexibility,TRUE
