player_id,player_name,team,position,current_start_prob,current_conditional_start_prob,current_appearance_prob,current_availability_risk,before_start_prob,before_conditional_start_prob,before_appearance_prob,before_availability_risk,recent_starts,recent_sub_appearances,recent_unused_bench,recent_absences,injury_absences,competitive_match_starts,friendly_match_starts,post_qualification_rotation_matches,round_specific_rotation_risk,suspected_issue,recommended_action,source_note
kosta_barbarouses__nzl,Kosta Barbarouses,NZL,FWD,0.8303,0.9655,,high_risk,0.8303,0.9655,,high_risk,,,,44,,1.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
ryan_thomas__nzl,Ryan Thomas,NZL,MID,0.8342,0.97,,high_risk,0.8342,0.97,,high_risk,,,,56,,2.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
sarpreet_singh__nzl,Sarpreet Singh,NZL,MID,0.8456,0.9677,,high_risk,0.8456,0.9677,,high_risk,,,,18,,4.0,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
tim_payne__nzl,Tim Payne,NZL,DEF,0.7626,0.8868,,high_risk,0.7626,0.8868,,high_risk,,,,42,,2.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
tyler_bindon__nzl,Tyler Bindon,NZL,DEF,0.8205,0.8636,,low_risk,0.8205,0.8636,,low_risk,,,,1,,1.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
adalberto_carrasquilla__pan,Adalberto Carrasquilla,PAN,MID,0.8342,0.97,,high_risk,0.8342,0.97,,high_risk,,,,43,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
andres_andrade__pan,Andres Andrade,PAN,DEF,0.7829,0.9032,,high_risk,0.7829,0.9032,,high_risk,,,,39,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
an_bal_godoy__pan,Anibal Godoy,PAN,MID,0.8093,0.9225,,high_risk,0.8093,0.9225,,high_risk,,,,77,,4.0,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
carlos_harvey__pan,Carlos Harvey,PAN,MID,0.6757,0.7857,,high_risk,0.6757,0.7857,,high_risk,,,,72,,3.0,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
cecilio_waterman__pan,Cecilio Waterman,PAN,FWD,0.7242,0.8421,,high_risk,0.7242,0.8421,,high_risk,,,,184,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
fidel_escobar__pan,Fidel Escobar,PAN,DEF,0.7661,0.8857,,high_risk,0.7661,0.8857,,high_risk,,,,67,,4.0,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
jos_cordoba__pan,Jose Cordoba,PAN,DEF,0.7297,0.8485,,high_risk,0.7297,0.8485,,high_risk,,,,27,,1.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
jose_fajardo__pan,Jose Fajardo,PAN,FWD,0.714,0.8302,,high_risk,0.714,0.8302,,high_risk,,,,46,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
jose_luis_rodriguez_francis__pan,Jose Luis Rodriguez Francis,PAN,MID,0.7578,0.873,,high_risk,0.7578,0.873,,high_risk,,,,39,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
michael_amir_murillo__pan,Michael Amir Murillo,PAN,DEF,0.7665,0.8824,,high_risk,0.7665,0.8824,,high_risk,,,,62,,3.0,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
yoel_barcenas__pan,Yoel Barcenas,PAN,MID,0.8342,0.97,,high_risk,0.8342,0.97,,high_risk,,,,76,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
andr_s_cubas__par,Andres Cubas,PAR,MID,0.7229,0.8378,,high_risk,0.7229,0.8378,,high_risk,,,,25,,1.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
antonio_sanabria__par,Antonio Sanabria,PAR,FWD,0.6911,0.8036,,high_risk,0.6911,0.8036,,high_risk,,,,65,,2.0,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
gabriel_avalos__par,Gabriel Avalos,PAR,FWD,0.7781,0.9048,,high_risk,0.7781,0.9048,,high_risk,,,,34,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
juan_jose_caceres__par,Juan Jose Caceres,PAR,DEF,0.7023,0.8,,high_risk,0.7023,0.8,,high_risk,,,,11,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
julio_enciso__par,Julio Enciso,PAR,FWD,0.807,0.8974,,medium_risk,0.807,0.8974,,medium_risk,,,,15,,1.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
ram_n_sosa__par,Ramon Sosa,PAR,MID,0.8064,0.8636,,medium_risk,0.8064,0.8636,,medium_risk,,,,3,,1.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
goncalo_guedes__por,Goncalo Guedes,POR,FWD,0.6911,0.8036,,high_risk,0.6911,0.8036,,high_risk,,,,78,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
gon_alo_ramos__por,Goncalo Ramos,POR,FWD,0.6042,0.6667,,medium_risk,0.6042,0.6667,,medium_risk,,,,11,,0.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
jos_s__por,Jose Sa,POR,GK,0.66,0.7674,,high_risk,0.66,0.7674,,high_risk,,,,9,,1.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
jo_o_cancelo__por,João Cancelo,POR,DEF,0.732,0.8022,,medium_risk,0.732,0.8022,,medium_risk,,,,29,,2.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
jo_o_f_lix__por,João Felix,POR,FWD,0.7051,0.7612,,medium_risk,0.7051,0.7612,,medium_risk,,,,16,,1.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
r_ben_neves__por,Ruben Neves,POR,MID,0.7206,0.781,,medium_risk,0.7206,0.781,,medium_risk,,,,28,,2.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
samu_costa__por,Samu Costa,POR,MID,0.65,0.8,,high_risk,0.65,0.8,,high_risk,,,,11,,0.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
ahmed_fathi__qat,Ahmed Fathi,QAT,MID,0.7167,0.8333,,high_risk,0.7167,0.8333,,high_risk,,,,78,,2.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
akram_afif__qat,Akram Afif,QAT,FWD,0.8984,0.97,,medium_risk,0.8984,0.97,,medium_risk,,,,27,,2.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
boualem_khoukhi__qat,Boualem Khoukhi,QAT,DEF,0.8339,0.9455,,medium_risk,0.8339,0.9455,,medium_risk,,,,56,,1.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
edmilson_junior__qat,Edmilson Junior,QAT,FWD,0.8529,0.97,,medium_risk,0.8529,0.97,,medium_risk,,,,6,,2.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
karim_boudiaf__qat,Karim Boudiaf,QAT,MID,0.811,0.9278,,high_risk,0.811,0.9278,,high_risk,,,,55,,1.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
mohammed_muntari__qat,Mohammed Muntari,QAT,FWD,0.66,0.7674,,high_risk,0.66,0.7674,,high_risk,,,,86,,2.0,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
bongokuhle_hlongwane__rsa,Bongokuhle Hlongwane,RSA,FWD,0.8094,0.9412,,high_risk,0.8094,0.9412,,high_risk,,,,40,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
evidence_makgopa__rsa,Evidence Makgopa,RSA,FWD,0.7167,0.8333,,high_risk,0.7167,0.8333,,high_risk,,,,30,,0.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
lyle_foster__rsa,Lyle Foster,RSA,FWD,0.7768,0.9032,,high_risk,0.7768,0.9032,,high_risk,,,,33,,4.0,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
ronwen_williams__rsa,Ronwen Williams,RSA,GK,0.6946,0.8077,,high_risk,0.6946,0.8077,,high_risk,,,,54,,4.0,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
thapelo_morena__rsa,Thapelo Morena,RSA,FWD,0.7525,0.875,,high_risk,0.7525,0.875,,high_risk,,,,71,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
themba_zwane__rsa,Themba Zwane,RSA,MID,0.688,0.8,,high_risk,0.688,0.8,,high_risk,,,,57,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
aaron_hickey__sco,Aaron Hickey,SCO,DEF,0.774,0.9,,high_risk,0.774,0.9,,high_risk,,,,24,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
angus_gunn__sco,Angus Gunn,SCO,GK,0.7773,0.875,,medium_risk,0.7773,0.875,,medium_risk,,,,11,,2.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
che_adams__sco,Che Adams,SCO,FWD,0.8708,0.95,,medium_risk,0.8708,0.95,,medium_risk,,,,11,,1.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
grant_hanley__sco,Grant Hanley,SCO,DEF,0.6836,0.7949,,high_risk,0.6836,0.7949,,high_risk,,,,64,,6.0,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
john_mcginn__sco,John McGinn,SCO,MID,0.867,0.9059,,low_risk,0.867,0.9059,,low_risk,,,,9,,3.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
kenny_mclean__sco,Kenny McLean,SCO,MID,0.6629,0.7708,,high_risk,0.6629,0.7708,,high_risk,,,,38,,6.0,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
kieran_tierney__sco,Kieran Tierney,SCO,DEF,0.8139,0.9464,,high_risk,0.8139,0.9464,,high_risk,,,,43,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
nathan_patterson__sco,Nathan Patterson,SCO,DEF,0.7525,0.875,,high_risk,0.7525,0.875,,high_risk,,,,26,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
assane_diao_diaoune__sen,Assane Diao Diaoune,SEN,FWD,0.7493,0.97,,high_risk,0.7493,0.97,,high_risk,,,,21,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
bamba_dieng__sen,Bamba Dieng,SEN,FWD,0.673,0.7826,,high_risk,0.673,0.7826,,high_risk,,,,47,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
habib_diarra__sen,Habib Diarra,SEN,MID,0.718,0.8333,,high_risk,0.718,0.8333,,high_risk,,,,13,,3.0,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
ibrahim_mbaye__sen,Ibrahim Mbaye,SEN,MID,0.8137,0.875,,medium_risk,0.8137,0.875,,medium_risk,,,,0,,0.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
ismail_jakobs__sen,Ismail Jakobs,SEN,DEF,0.6515,0.7576,,high_risk,0.6515,0.7576,,high_risk,,,,24,,3.0,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
lamine_camara__sen,Lamine Camara,SEN,MID,0.7731,0.8966,,high_risk,0.7731,0.8966,,high_risk,,,,20,,2.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
moussa_niakhate__sen,Moussa Niakhate,SEN,DEF,0.6809,0.7838,,high_risk,0.6809,0.7838,,high_risk,,,,23,,6.0,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
pape_alassane_gueye__sen,Pape Alassane Gueye,SEN,MID,0.7287,0.8372,,high_risk,0.7287,0.8372,,high_risk,,,,26,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
dan_ndoye__sui,Dan Ndoye,SUI,FWD,0.8479,0.925,,medium_risk,0.8479,0.925,,medium_risk,,,,11,,2.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
denis_zakaria__sui,Denis Zakaria,SUI,MID,0.645,0.7286,,medium_risk,0.645,0.7286,,medium_risk,,,,34,,1.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
noah_okafor__sui,Noah Okafor,SUI,MID,0.6741,0.7838,,high_risk,0.6741,0.7838,,high_risk,,,,38,,1.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
ruben_vargas__sui,Ruben Vargas,SUI,FWD,0.8607,0.918,,medium_risk,0.8607,0.918,,medium_risk,,,,11,,2.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
alexander_bernhardsson__swe,Alexander Bernhardsson,SWE,MID,0.6928,0.8889,,high_risk,0.6928,0.8889,,high_risk,,,,25,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
emil_holm__swe,Emil Holm,SWE,DEF,0.7883,0.9167,,high_risk,0.7883,0.9167,,high_risk,,,,20,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
gustaf_nilsson__swe,Gustaf Nilsson,SWE,FWD,0.6789,0.7895,,high_risk,0.6789,0.7895,,high_risk,,,,78,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
viktor_gyokeres__swe,Viktor Gyökeres,SWE,FWD,0.818,0.9512,,high_risk,0.818,0.9512,,high_risk,,,,37,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
anis_ben_slimane__tun,Anis Ben Slimane,TUN,MID,0.6665,0.775,,high_risk,0.6665,0.775,,high_risk,,,,36,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
dylan_bronn__tun,Dylan Bronn,TUN,DEF,0.6829,0.7941,,high_risk,0.6829,0.7941,,high_risk,,,,55,,4.0,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
elias_achouri__tun,Elias Achouri,TUN,MID,0.8269,0.9615,,high_risk,0.8269,0.9615,,high_risk,,,,26,,3.0,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
hannibal_mejbri__tun,Hannibal Mejbri,TUN,MID,0.7134,0.8182,,high_risk,0.7134,0.8182,,high_risk,,,,26,,4.0,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
isma_l_gharbi__tun,Ismael Gharbi,TUN,MID,0.8814,0.97,,medium_risk,0.8814,0.97,,medium_risk,,,,2,,2.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
abdulkerim_bardakci__tur,Abdulkerim Bardakci,TUR,DEF,0.7036,0.8182,,high_risk,0.7036,0.8182,,high_risk,,,,29,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
irfan_can_kahveci__tur,Irfan Can Kahveci,TUR,MID,0.6858,0.791,,high_risk,0.6858,0.791,,high_risk,,,,42,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
i_smail_y_ksek__tur,Ismail Yüksek,TUR,MID,0.7936,0.8378,,medium_risk,0.7936,0.8378,,medium_risk,,,,4,,2.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
kaan_ayhan__tur,Kaan Ayhan,TUR,MID,0.7528,0.82,,medium_risk,0.7528,0.82,,medium_risk,,,,29,,1.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
kerem_akt_rko_lu__tur,Kerem Akturkoglu,TUR,MID,0.8753,0.9107,,low_risk,0.8753,0.9107,,low_risk,,,,4,,2.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
mert_m_ld_r__tur,Mert Müldür,TUR,DEF,0.7084,0.7681,,medium_risk,0.7084,0.7681,,medium_risk,,,,18,,1.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
mustafa_eskihella__tur,Mustafa Eskihellac,TUR,DEF,0.8002,0.97,,high_risk,0.8002,0.97,,high_risk,,,,7,,0.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
orkun_k_k__tur,Orkun Kökcü,TUR,MID,0.7587,0.8136,,medium_risk,0.7587,0.8136,,medium_risk,,,,12,,1.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
zeki_elik__tur,Zeki Celik,TUR,DEF,0.7006,0.7349,,low_risk,0.7006,0.7349,,low_risk,,,,10,,1.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
agust_n_lvarez__uru,Agustin Alvarez,URU,FWD,0.602,0.7,,high_risk,0.602,0.7,,high_risk,,,,38,,0.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
darwin_nunez__uru,Darwin Nunez,URU,FWD,0.7427,0.8636,,high_risk,0.7427,0.8636,,high_risk,,,,31,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
federico_vi_as__uru,Federico Vinas,URU,FWD,0.7883,0.9167,,high_risk,0.7883,0.9167,,high_risk,,,,18,,2.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
joaqu_n_piquerez__uru,Joaquin Piquerez,URU,MID,0.7167,0.8333,,high_risk,0.7167,0.8333,,high_risk,,,,34,,1.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
jos_mar_a_gim_nez__uru,Jose Maria Gimenez,URU,DEF,0.8283,0.9099,,medium_risk,0.8283,0.9099,,medium_risk,,,,37,,1.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
manuel_ugarte__uru,Manuel Ugarte,URU,MID,0.7396,0.814,,medium_risk,0.7396,0.814,,medium_risk,,,,14,,1.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
math_as_olivera__uru,Mathias Olivera,URU,DEF,0.8379,0.9211,,medium_risk,0.8379,0.9211,,medium_risk,,,,12,,2.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
mat_as_vi_a__uru,Matias Viña,URU,DEF,0.7228,0.8,,medium_risk,0.7228,0.8,,medium_risk,,,,20,,1.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
nicolas_de_la_cruz__uru,Nicolas de la Cruz,URU,MID,0.731,0.85,,high_risk,0.731,0.85,,high_risk,,,,29,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
rodrigo_aguirre__uru,Rodrigo Aguirre,URU,FWD,0.8234,0.9091,,medium_risk,0.8234,0.9091,,medium_risk,,,,3,,1.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
aidan_morris__usa,Aidan Morris,USA,MID,0.7453,0.8667,,high_risk,0.7453,0.8667,,high_risk,,,,32,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
antonee_robinson__usa,Antonee Robinson,USA,DEF,0.7562,0.8793,,high_risk,0.7562,0.8793,,high_risk,,,,60,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
brenden_aaronson__usa,Brenden Aaronson,USA,MID,0.6836,0.7949,,high_risk,0.6836,0.7949,,high_risk,,,,29,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
chris_richards__usa,Chris Richards,USA,DEF,0.6712,0.7805,,high_risk,0.6712,0.7805,,high_risk,,,,48,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
christian_pulisic__usa,Christian Pulisic,USA,FWD,0.817,0.95,,high_risk,0.817,0.95,,high_risk,,,,69,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
folarin_balogun__usa,Folarin Balogun,USA,FWD,0.8342,0.97,,high_risk,0.8342,0.97,,high_risk,,,,22,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
giovanni_reyna__usa,Giovanni Reyna,USA,MID,0.7955,0.925,,high_risk,0.7955,0.925,,high_risk,,,,47,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
malik_tillman__usa,Malik Tillman,USA,MID,0.6757,0.7857,,high_risk,0.6757,0.7857,,high_risk,,,,24,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
matt_freese__usa,Matt Freese,USA,GK,0.6552,0.7619,,high_risk,0.6552,0.7619,,high_risk,,,,69,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
tanner_tessmann__usa,Tanner Tessmann,USA,MID,0.8063,0.9375,,high_risk,0.8063,0.9375,,high_risk,,,,67,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
timothy_weah__usa,Timothy Weah,USA,FWD,0.7859,0.9138,,high_risk,0.7859,0.9138,,high_risk,,,,64,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
tyler_adams__usa,Tyler Adams,USA,MID,0.8298,0.9649,,high_risk,0.8298,0.9649,,high_risk,,,,62,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
weston_mckennie__usa,Weston McKennie,USA,MID,0.8215,0.9552,,high_risk,0.8215,0.9552,,high_risk,,,,54,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
aziz_g_aniyev__uzb,Aziz Ganiev,UZB,MID,0.6876,0.7966,,high_risk,0.6876,0.7966,,high_risk,,,,39,,,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
eldor_shomurodov__uzb,Eldor Shomurodov,UZB,FWD,0.8976,0.9583,,medium_risk,0.8976,0.9583,,medium_risk,,,,19,,2.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
igor_sergeev__uzb,Igor Sergeev,UZB,FWD,0.7642,0.8556,,medium_risk,0.7642,0.8556,,medium_risk,,,,39,,0.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
oston_urunov__uzb,Oston Urunov,UZB,MID,0.7918,0.913,,high_risk,0.7918,0.913,,high_risk,,,,29,,0.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
otabek_shukurov__uzb,Otabek Shukurov,UZB,MID,0.8579,0.9231,,medium_risk,0.8579,0.9231,,medium_risk,,,,21,,2.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
rustam_ashurmatov__uzb,Rustam Ashurmatov,UZB,DEF,0.6628,0.7619,,high_risk,0.6628,0.7619,,high_risk,,,,38,,2.0,,,,high start signal conflicts with high availability risk,review injury/absence context before optimizer rerun,
umar_eshmurodov__uzb,Umar Eshmurodov,UZB,DEF,0.7074,0.78,,medium_risk,0.7074,0.78,,medium_risk,,,,17,,1.0,,,,canonical split is materially higher than raw national start-security row,manual review before using as secure starter,
